"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"RI","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","10/01/2013","09/30/2014"
"SC","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","100","","10/01/2013","09/30/2014"
"SD","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","10/01/2013","09/30/2014"
"TN","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","10/01/2013","09/30/2014"
"TX","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","10/01/2013","09/30/2014"
"UT","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","100","","10/01/2013","09/30/2014"
"VA","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","100","","10/01/2013","09/30/2014"
"VI","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","97","","10/01/2013","09/30/2014"
"VT","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","100","","10/01/2013","09/30/2014"
"WA","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","10/01/2013","09/30/2014"
"WI","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","100","","10/01/2013","09/30/2014"
"WV","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","10/01/2013","09/30/2014"
"WY","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","10/01/2013","09/30/2014"
"AK","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","97","","10/01/2013","09/30/2014"
"AL","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"AR","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"AS","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"CA","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"CO","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"CT","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"DC","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","96","","10/01/2013","09/30/2014"
"DE","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"FL","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"GA","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"GU","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","100","","10/01/2013","09/30/2014"
"HI","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"IA","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","97","","10/01/2013","09/30/2014"
"ID","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"IL","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"IN","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"KS","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"KY","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"LA","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"MA","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"MD","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"ME","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"MI","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"MN","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"MO","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"MP","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"MT","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"NC","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"ND","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"NE","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"NH","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"NJ","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"NM","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"NV","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","97","","10/01/2013","09/30/2014"
"NY","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"OH","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"OK","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","97","","10/01/2013","09/30/2014"
"OR","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"PA","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"PR","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","93","","10/01/2013","09/30/2014"
"RI","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","97","","10/01/2013","09/30/2014"
"SC","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"SD","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"TN","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","97","","10/01/2013","09/30/2014"
"TX","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"UT","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"VA","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"VI","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"VT","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","98","","10/01/2013","09/30/2014"
"WA","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","97","","10/01/2013","09/30/2014"
"WI","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"WV","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","99","","10/01/2013","09/30/2014"
"WY","Surgical Care Improvement Project","Postoperative Urinary Catheter Removal","SCIP_INF_9","97","","10/01/2013","09/30/2014"
"AK","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"AL","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"AR","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"AS","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"CA","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"CO","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"CT","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","99","","10/01/2013","09/30/2014"
"DC","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","98","","10/01/2013","09/30/2014"
"DE","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"FL","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"GA","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"GU","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","86","","10/01/2013","09/30/2014"
"HI","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"IA","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"ID","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"IL","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"IN","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"KS","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"KY","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"LA","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","99","","10/01/2013","09/30/2014"
"MA","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"MD","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"ME","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"MI","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"MN","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","99","","10/01/2013","09/30/2014"
"MO","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"MP","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"MT","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"NC","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"ND","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"NE","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"NH","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"NJ","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"NM","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"NV","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"NY","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"OH","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"OK","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","99","","10/01/2013","09/30/2014"
"OR","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"PA","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"PR","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","99","","10/01/2013","09/30/2014"
"RI","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"SC","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"SD","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"TN","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"TX","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"UT","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"VA","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"VI","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"VT","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"WA","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"WI","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"WV","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"WY","Surgical Care Improvement Project","Surgery Patients with Perioperative Temperature Management","SCIP_INF_10","100","","10/01/2013","09/30/2014"
"AK","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AL","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AR","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"CA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2013","09/30/2014"
"CO","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"CT","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"DC","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"DE","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"FL","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2013","09/30/2014"
"GA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"HI","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"ID","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"IL","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"IN","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"KS","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"KY","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"LA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MD","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2013","09/30/2014"
"MI","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MN","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MO","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NC","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2013","09/30/2014"
"NE","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NJ","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NM","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NV","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NY","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"OH","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2013","09/30/2014"
"OK","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"OR","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"RI","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"SC","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"SD","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"TN","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"TX","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","100","","10/01/2013","09/30/2014"
"UT","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"VA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"WA","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"WI","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"WV","Children's Asthma","Relievers for Inpatient Asthma","CAC_1","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AK","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AL","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AR","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"CA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2013","09/30/2014"
"CO","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"CT","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"DC","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"DE","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"FL","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2013","09/30/2014"
"GA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"HI","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"ID","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"IL","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"IN","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"KS","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"KY","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"LA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MD","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2013","09/30/2014"
"MI","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MN","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MO","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NC","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2013","09/30/2014"
"NE","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NJ","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NM","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NV","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NY","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"OH","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2013","09/30/2014"
"OK","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
