"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"ME","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","2.079","","10/01/2013","09/30/2014"
"MI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.379","","10/01/2013","09/30/2014"
"MN","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.545","","10/01/2013","09/30/2014"
"MO","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.401","","10/01/2013","09/30/2014"
"MP","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"MS","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.336","","10/01/2013","09/30/2014"
"MT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.409","","10/01/2013","09/30/2014"
"NC","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.351","","10/01/2013","09/30/2014"
"ND","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.065","","10/01/2013","09/30/2014"
"NE","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.687","","10/01/2013","09/30/2014"
"NH","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.463","","10/01/2013","09/30/2014"
"NJ","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.336","","10/01/2013","09/30/2014"
"NM","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.544","","10/01/2013","09/30/2014"
"NV","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.292","","10/01/2013","09/30/2014"
"NY","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.300","","10/01/2013","09/30/2014"
"OH","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.092","","10/01/2013","09/30/2014"
"OK","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.013","","10/01/2013","09/30/2014"
"OR","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.217","","10/01/2013","09/30/2014"
"PA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.243","","10/01/2013","09/30/2014"
"PR","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.748","","10/01/2013","09/30/2014"
"RI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.683","","10/01/2013","09/30/2014"
"SC","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.547","","10/01/2013","09/30/2014"
"SD","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.921","","10/01/2013","09/30/2014"
"TN","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.393","","10/01/2013","09/30/2014"
"TX","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.195","","10/01/2013","09/30/2014"
"UT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.935","","10/01/2013","09/30/2014"
"VA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.215","","10/01/2013","09/30/2014"
"VI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","5.892","","10/01/2013","09/30/2014"
"VT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.525","","10/01/2013","09/30/2014"
"WA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.404","","10/01/2013","09/30/2014"
"WI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.301","","10/01/2013","09/30/2014"
"WV","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.979","","10/01/2013","09/30/2014"
"WY","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.394","","10/01/2013","09/30/2014"
"AK","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.848","","10/01/2013","09/30/2014"
"AL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.848","","10/01/2013","09/30/2014"
"AR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.962","","10/01/2013","09/30/2014"
"AS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"AZ","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.108","","10/01/2013","09/30/2014"
"CA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.167","","10/01/2013","09/30/2014"
"CO","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.752","","10/01/2013","09/30/2014"
"CT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.521","","10/01/2013","09/30/2014"
"DC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.723","","10/01/2013","09/30/2014"
"DE","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.077","","10/01/2013","09/30/2014"
"FL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.998","","10/01/2013","09/30/2014"
"GA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.305","","10/01/2013","09/30/2014"
"GU","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.543","","10/01/2013","09/30/2014"
"HI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.545","","10/01/2013","09/30/2014"
"IA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.861","","10/01/2013","09/30/2014"
"ID","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.766","","10/01/2013","09/30/2014"
"IL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.032","","10/01/2013","09/30/2014"
"IN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.197","","10/01/2013","09/30/2014"
"KS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.978","","10/01/2013","09/30/2014"
"KY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.085","","10/01/2013","09/30/2014"
"LA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.903","","10/01/2013","09/30/2014"
"MA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.502","","10/01/2013","09/30/2014"
"MD","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.523","","10/01/2013","09/30/2014"
"ME","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.358","","10/01/2013","09/30/2014"
"MI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.222","","10/01/2013","09/30/2014"
"MN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.241","","10/01/2013","09/30/2014"
"MO","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.199","","10/01/2013","09/30/2014"
"MP","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"MS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.059","","10/01/2013","09/30/2014"
"MT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.695","","10/01/2013","09/30/2014"
"NC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.182","","10/01/2013","09/30/2014"
"ND","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.572","","10/01/2013","09/30/2014"
"NE","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.188","","10/01/2013","09/30/2014"
"NH","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.881","","10/01/2013","09/30/2014"
"NJ","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.157","","10/01/2013","09/30/2014"
"NM","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.092","","10/01/2013","09/30/2014"
"NV","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.016","","10/01/2013","09/30/2014"
"NY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.184","","10/01/2013","09/30/2014"
"OH","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.968","","10/01/2013","09/30/2014"
"OK","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.797","","10/01/2013","09/30/2014"
"OR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.902","","10/01/2013","09/30/2014"
"PA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.117","","10/01/2013","09/30/2014"
"PR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.456","","10/01/2013","09/30/2014"
"RI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.096","","10/01/2013","09/30/2014"
"SC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.294","","10/01/2013","09/30/2014"
"SD","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.089","","10/01/2013","09/30/2014"
"TN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.218","","10/01/2013","09/30/2014"
"TX","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.093","","10/01/2013","09/30/2014"
"UT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.462","","10/01/2013","09/30/2014"
"VA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.025","","10/01/2013","09/30/2014"
"VI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.966","","10/01/2013","09/30/2014"
"VT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.715","","10/01/2013","09/30/2014"
"WA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.137","","10/01/2013","09/30/2014"
"WI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.046","","10/01/2013","09/30/2014"
"WV","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.729","","10/01/2013","09/30/2014"
"WY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.230","","10/01/2013","09/30/2014"
"AK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.763","","10/01/2013","09/30/2014"
"AL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.721","","10/01/2013","09/30/2014"
"AR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.978","","10/01/2013","09/30/2014"
"AS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"AZ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.090","","10/01/2013","09/30/2014"
"CA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.044","","10/01/2013","09/30/2014"
"CO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.774","","10/01/2013","09/30/2014"
"CT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.427","","10/01/2013","09/30/2014"
"DC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.906","","10/01/2013","09/30/2014"
"DE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.335","","10/01/2013","09/30/2014"
"FL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.767","","10/01/2013","09/30/2014"
"GA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.838","","10/01/2013","09/30/2014"
"GU","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"HI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.446","","10/01/2013","09/30/2014"
"IA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.185","","10/01/2013","09/30/2014"
"ID","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.566","","10/01/2013","09/30/2014"
"IL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.945","","10/01/2013","09/30/2014"
"IN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.098","","10/01/2013","09/30/2014"
"KS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.562","","10/01/2013","09/30/2014"
"KY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.986","","10/01/2013","09/30/2014"
"LA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.893","","10/01/2013","09/30/2014"
"MA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.232","","10/01/2013","09/30/2014"
"MD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.055","","10/01/2013","09/30/2014"
"ME","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.347","","10/01/2013","09/30/2014"
"MI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.110","","10/01/2013","09/30/2014"
"MN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.349","","10/01/2013","09/30/2014"
"MO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.839","","10/01/2013","09/30/2014"
"MP","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"MS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.712","","10/01/2013","09/30/2014"
"MT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.556","","10/01/2013","09/30/2014"
"NC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.808","","10/01/2013","09/30/2014"
"ND","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.983","","10/01/2013","09/30/2014"
"NE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.268","","10/01/2013","09/30/2014"
"NH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.062","","10/01/2013","09/30/2014"
"NJ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.890","","10/01/2013","09/30/2014"
"NM","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.220","","10/01/2013","09/30/2014"
"NV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.158","","10/01/2013","09/30/2014"
"NY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.262","","10/01/2013","09/30/2014"
"OH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.862","","10/01/2013","09/30/2014"
"OK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.877","","10/01/2013","09/30/2014"
"OR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.827","","10/01/2013","09/30/2014"
"PA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.907","","10/01/2013","09/30/2014"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.324","","10/01/2013","09/30/2014"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.089","","10/01/2013","09/30/2014"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.229","","10/01/2013","09/30/2014"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.919","","10/01/2013","09/30/2014"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.908","","10/01/2013","09/30/2014"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.451","","10/01/2013","09/30/2014"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.028","","10/01/2013","09/30/2014"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.640","","10/01/2013","09/30/2014"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.790","","10/01/2013","09/30/2014"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.020","","10/01/2013","09/30/2014"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.912","","10/01/2013","09/30/2014"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.257","","10/01/2013","09/30/2014"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.027","","10/01/2013","09/30/2014"
"AK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.230","","10/01/2013","09/30/2014"
"AL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.851","","10/01/2013","09/30/2014"
"AR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.192","","10/01/2013","09/30/2014"
"AS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"AZ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.245","","10/01/2013","09/30/2014"
"CA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.115","","10/01/2013","09/30/2014"
"CO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.928","","10/01/2013","09/30/2014"
"CT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.660","","10/01/2013","09/30/2014"
"DC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.318","","10/01/2013","09/30/2014"
"DE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.771","","10/01/2013","09/30/2014"
"FL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.837","","10/01/2013","09/30/2014"
"GA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.949","","10/01/2013","09/30/2014"
"GU","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.949","","10/01/2013","09/30/2014"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.424","","10/01/2013","09/30/2014"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.983","","10/01/2013","09/30/2014"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.051","","10/01/2013","09/30/2014"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.248","","10/01/2013","09/30/2014"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.847","","10/01/2013","09/30/2014"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.144","","10/01/2013","09/30/2014"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.054","","10/01/2013","09/30/2014"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.390","","10/01/2013","09/30/2014"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.255","","10/01/2013","09/30/2014"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.733","","10/01/2013","09/30/2014"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.228","","10/01/2013","09/30/2014"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.546","","10/01/2013","09/30/2014"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.963","","10/01/2013","09/30/2014"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.898","","10/01/2013","09/30/2014"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.896","","10/01/2013","09/30/2014"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.912","","10/01/2013","09/30/2014"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.451","","10/01/2013","09/30/2014"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.590","","10/01/2013","09/30/2014"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.417","","10/01/2013","09/30/2014"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.014","","10/01/2013","09/30/2014"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.603","","10/01/2013","09/30/2014"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.425","","10/01/2013","09/30/2014"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.362","","10/01/2013","09/30/2014"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.951","","10/01/2013","09/30/2014"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.054","","10/01/2013","09/30/2014"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.002","","10/01/2013","09/30/2014"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.994","","10/01/2013","09/30/2014"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.767","","10/01/2013","09/30/2014"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.268","","10/01/2013","09/30/2014"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.690","","10/01/2013","09/30/2014"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.046","","10/01/2013","09/30/2014"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.983","","10/01/2013","09/30/2014"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.773","","10/01/2013","09/30/2014"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.168","","10/01/2013","09/30/2014"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","3.155","","10/01/2013","09/30/2014"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.603","","10/01/2013","09/30/2014"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.183","","10/01/2013","09/30/2014"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.056","","10/01/2013","09/30/2014"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.558","","10/01/2013","09/30/2014"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.831","","10/01/2013","09/30/2014"
"AK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.443","","10/01/2013","09/30/2014"
"AL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.608","","10/01/2013","09/30/2014"
"AR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.794","","10/01/2013","09/30/2014"
"AS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"AZ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.950","","10/01/2013","09/30/2014"
"CA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.976","","10/01/2013","09/30/2014"
"CO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.641","","10/01/2013","09/30/2014"
"CT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.219","","10/01/2013","09/30/2014"
"DC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.599","","10/01/2013","09/30/2014"
"DE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.985","","10/01/2013","09/30/2014"
"FL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.703","","10/01/2013","09/30/2014"
"GA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.738","","10/01/2013","09/30/2014"
"GU","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.047","","10/01/2013","09/30/2014"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.978","","10/01/2013","09/30/2014"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.218","","10/01/2013","09/30/2014"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.848","","10/01/2013","09/30/2014"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.963","","10/01/2013","09/30/2014"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.311","","10/01/2013","09/30/2014"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.845","","10/01/2013","09/30/2014"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.751","","10/01/2013","09/30/2014"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.088","","10/01/2013","09/30/2014"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.880","","10/01/2013","09/30/2014"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.030","","10/01/2013","09/30/2014"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.001","","10/01/2013","09/30/2014"
"MN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.172","","10/01/2013","09/30/2014"
"MO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.728","","10/01/2013","09/30/2014"
"MP","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"MS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.558","","10/01/2013","09/30/2014"
"MT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.323","","10/01/2013","09/30/2014"
"NC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.712","","10/01/2013","09/30/2014"
"ND","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.638","","10/01/2013","09/30/2014"
"NE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.998","","10/01/2013","09/30/2014"
"NH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.778","","10/01/2013","09/30/2014"
"NJ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.778","","10/01/2013","09/30/2014"
"NM","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.909","","10/01/2013","09/30/2014"
"NV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.931","","10/01/2013","09/30/2014"
"NY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.168","","10/01/2013","09/30/2014"
"OH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.779","","10/01/2013","09/30/2014"
"OK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.724","","10/01/2013","09/30/2014"
"OR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.675","","10/01/2013","09/30/2014"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.826","","10/01/2013","09/30/2014"
