"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"100053","HIALEAH HOSPITAL","651 E 25TH ST","HIALEAH","FL","33013","MIAMI-DADE","3056936100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100054","TWIN CITIES HOSPITAL","2190 HWY 85 N","NICEVILLE","FL","32578","OKALOOSA","8506784131","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100055","FLORIDA HOSPITAL NORTH PINELLAS","1395 S PINELLAS AVE","TARPON SPRINGS","FL","34689","PINELLAS","7279425000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100057","FLORIDA HOSPITAL WATERMAN","1000 WATERMAN WAY","TAVARES","FL","32778","LAKE","3522533300","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100062","MUNROE REGIONAL MEDICAL CENTER","1500 SW 1ST AVE","OCALA","FL","34474","MARION","3523517200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100063","MORTON PLANT NORTH BAY HOSPITAL","6600 MADISON ST","NEW PORT RICHEY","FL","34652","PASCO","7278428468","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100067","ST ANTHONYS HOSPITAL","1200 SEVENTH AVE N","SAINT PETERSBURG","FL","33705","PINELLAS","7278251100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","301 MEMORIAL MEDICAL PARKWAY","DAYTONA BEACH","FL","32117","VOLUSIA","3866766000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100069","FLORIDA HOSPITAL CARROLLWOOD","7171 N DALE MABRY HWY","TAMPA","FL","33614","HILLSBOROUGH","8139322222","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100070","VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH","540 THE RIALTO","VENICE","FL","34285","SARASOTA","9414857711","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100071","BAYFRONT HEALTH BROOKSVILLE","17240 CORTEZ BLVD","BROOKSVILLE","FL","34601","HERNANDO","3527965111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100072","FLORIDA HOSPITAL FISH MEMORIAL","1055 SAXON BLVD","ORANGE CITY","FL","32763","VOLUSIA","3869175000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100073","HOLY CROSS HOSPITAL INC","4725 N FEDERAL HWY","FORT LAUDERDALE","FL","33308","BROWARD","9547718000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100075","ST JOSEPHS HOSPITAL","3001 W MARTIN LUTHER KING JR BLVD","TAMPA","FL","33677","HILLSBOROUGH","8138704398","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100077","BAYFRONT HEALTH PORT CHARLOTTE","2500 HARBOR BLVD","PORT CHARLOTTE","FL","33952","CHARLOTTE","9417664122","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100080","JFK MEDICAL CENTER","5301 S CONGRESS AVE","ATLANTIS","FL","33462","PALM BEACH","5619657300","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100081","HEALTHMARK REGIONAL MEDICAL CENTER","4413 US HWY 331 S","DEFUNIAK SPRINGS","FL","32435","WALTON","8509514500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100084","LEESBURG REGIONAL MEDICAL CENTER","600 E DIXIE AVE","LEESBURG","FL","34748","LAKE","3523235762","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100086","BROWARD HEALTH NORTH","201 E SAMPLE RD","POMPANO BEACH","FL","33064","BROWARD","9547866950","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100087","SARASOTA MEMORIAL HOSPITAL","1700 S TAMIAMI TRL","SARASOTA","FL","34239","SARASOTA","9419179000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100088","BAPTIST MEDICAL CENTER","800 PRUDENTIAL DR","JACKSONVILLE","FL","32207","DUVAL","9042022000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100090","FLAGLER HOSPITAL","400 HEALTH PARK BLVD","SAINT AUGUSTINE","FL","32086","SAINT JOHNS","9048194426","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100092","WUESTHOFF MEDICAL CENTER  ROCKLEDGE","110 LONGWOOD AVE","ROCKLEDGE","FL","32955","BREVARD","3216372603","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100093","BAPTIST HOSPITAL","1000 W MORENO ST","PENSACOLA","FL","32501","ESCAMBIA","8504344011","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100099","LAKE WALES MEDICAL CENTER","410 S 11TH ST","LAKE WALES","FL","33853","POLK","8636761433","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100102","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","368 NE FRANKLIN ST","LAKE CITY","FL","32055","COLUMBIA","3862928000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100105","INDIAN RIVER MEDICAL CENTER","1000 36TH ST","VERO BEACH","FL","32960","INDIAN RIVER","7725674311","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","PERRY","FL","32348","TAYLOR","8505840800","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100107","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BLVD","LEHIGH ACRES","FL","33936","LEE","2393692101","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","4200 SUN N LAKE BLVD","SEBRING","FL","33871","HIGHLANDS","8633144466","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100110","OSCEOLA REGIONAL MEDICAL CENTER","700 WEST OAK STREET","KISSIMMEE","FL","34741","OSCEOLA","4078462266","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100113","UF HEALTH SHANDS HOSPITAL","1600 SW ARCHER RD","GAINESVILLE","FL","32610","ALACHUA","3522658000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100117","BAPTIST MEDICAL CENTER  BEACHES","1350 13TH AVE S","JACKSONVILLE BEACH","FL","32250","DUVAL","9042472900","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100118","FLORIDA HOSPITAL FLAGLER","60 MEMORIAL MEDICAL PKWY","PALM COAST","FL","32164","FLAGLER","3865862000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100121","BARTOW REGIONAL MEDICAL CENTER","2200 OSPREY BLVD","BARTOW","FL","33831","POLK","8635338111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100122","NORTH OKALOOSA MEDICAL CENTER","151 REDSTONE AVE SE","CRESTVIEW","FL","32539","OKALOOSA","8506898100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","MILTON","FL","32570","SANTA ROSA","8506267762","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100125","HOMESTEAD HOSPITAL","975 BAPTIST WAY","HOMESTEAD","FL","33033","MIAMI-DADE","7862438000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100126","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVE S","SAINT PETERSBURG","FL","33707","PINELLAS","7273811000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100127","MORTON PLANT HOSPITAL","300 PINELLAS ST","CLEARWATER","FL","33756","PINELLAS","7274627000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100128","TAMPA GENERAL HOSPITAL","1 TAMPA GENERAL CIR","TAMPA","FL","33606","HILLSBOROUGH","8138447000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100130","LAKESIDE MEDICAL CENTER","39200 HOOKER HWY","BELLE GLADE","FL","33430","PALM BEACH","5619966571","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100131","AVENTURA HOSPITAL AND MEDICAL CENTER","20900 BISCAYNE BLVD","AVENTURA","FL","33180","MIAMI-DADE","3056827000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100132","SOUTH FLORIDA BAPTIST HOSPITAL","301 N ALEXANDER ST","PLANT CITY","FL","33563","HILLSBOROUGH","8137571200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100135","TALLAHASSEE MEMORIAL HOSPITAL","1300 MICCOSUKEE RD","TALLAHASSEE","FL","32308","LEON","8504311155","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100137","HEART OF FLORIDA REGIONAL MEDICAL CENTER","40100 US HWY 27 N","DAVENPORT","FL","33837","POLK","8634224971","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100140","BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","FERNANDINA BEACH","FL","32034","NASSAU","9043213500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100142","JACKSON HOSPITAL","4250 HOSPITAL DR","MARIANNA","FL","32446","JACKSON","8507182620","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100150","LOWER KEYS MEDICAL CENTER","5900 COLLEGE ROAD","KEY WEST","FL","33040","MONROE","3052945531","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100151","MAYO CLINIC","4500 SAN PABLO RD","JACKSONVILLE","FL","32224","DUVAL","9049532000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100154","SOUTH MIAMI HOSPITAL","6200 SW 73RD ST","SOUTH MIAMI","FL","33143","MIAMI-DADE","7866624000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100156","LAKE CITY MEDICAL CENTER","340 NW COMMERCE DR","LAKE CITY","FL","32055","COLUMBIA","3867199000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100157","LAKELAND REGIONAL MEDICAL CENTER","1324 LAKELAND HILLS BLVD","LAKELAND","FL","33805","POLK","8636871100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100161","CENTRAL FLORIDA REGIONAL HOSPITAL","1401 W SEMINOLE BLVD","SANFORD","FL","32771","SEMINOLE","4073214500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100166","DOCTORS HOSPITAL OF SARASOTA","5731 BEE RIDGE RD","SARASOTA","FL","34233","SARASOTA","9413421100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100167","PLANTATION GENERAL HOSPITAL","401 NW 42ND AVE","PLANTATION","FL","33317","BROWARD","9545875010","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100168","BOCA RATON REGIONAL HOSPITAL","800 MEADOWS RD","BOCA RATON","FL","33486","PALM BEACH","5613625002","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100173","FLORIDA HOSPITAL TAMPA","3100 E FLETCHER AVE","TAMPA","FL","33613","HILLSBOROUGH","8136157200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100175","DESOTO MEMORIAL HOSPITAL","900 N ROBERT AVE","ARCADIA","FL","34265","DE SOTO","8634943535","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100176","PALM BEACH GARDENS MEDICAL CENTER","3360 BURNS RD","PALM BEACH GARDENS","FL","33410","PALM BEACH","5616221411","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100177","CAPE CANAVERAL HOSPITAL","701 W COCOA BEACH CAUSEWAY","COCOA BEACH","FL","32932","BREVARD","3217997111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100179","MEMORIAL HOSPITAL JACKSONVILLE","3625 UNIVERSITY BLVD S","JACKSONVILLE","FL","32216","DUVAL","9043996111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100180","ST PETERSBURG GENERAL HOSPITAL","6500 38TH AVE N","SAINT PETERSBURG","FL","33710","PINELLAS","7273841414","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100181","LARKIN COMMUNITY HOSPITAL","7031 SW 62ND AVE","SOUTH MIAMI","FL","33143","MIAMI-DADE","3052847500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100183","CORAL GABLES HOSPITAL","3100 DOUGLAS RD","CORAL GABLES","FL","33134","MIAMI-DADE","3054458461","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100187","PALMETTO GENERAL HOSPITAL","2001 W 68TH ST","HIALEAH","FL","33016","MIAMI-DADE","3058235000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100189","NORTHWEST MEDICAL CENTER","2801 N STATE RD 7","MARGATE","FL","33063","BROWARD","9549740400","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100191","MEDICAL CENTER OF TRINITY","9332 SR 54, STE 401","TRINITY","FL","34655","PASCO","7278481733","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100200","BROWARD HEALTH IMPERIAL POINT","6401 N FEDERAL HWY","FORT LAUDERDALE","FL","33308","BROWARD","9547768500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100204","NORTH FLORIDA REGIONAL MEDICAL CENTER","6500 NEWBERRY RD","GAINESVILLE","FL","32605","ALACHUA","3523334100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100206","MEMORIAL HOSPITAL OF TAMPA","2901 W SWANN AVE","TAMPA","FL","33609","HILLSBOROUGH","8138736400","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100209","KENDALL REGIONAL MEDICAL CENTER","11750 BIRD RD","MIAMI","FL","33175","MIAMI-DADE","3052233000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100211","BAYFRONT HEALTH DADE CITY","13100 FT KING RD","DADE CITY","FL","33525","PASCO","3525683174","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100212","OCALA REGIONAL MEDICAL CENTER","1431 SW 1ST AVE","OCALA","FL","34478","MARION","3524011000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100213","BLAKE MEDICAL CENTER","2020 59TH ST W","BRADENTON","FL","34209","MANATEE","9417926611","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100217","SEBASTIAN RIVER MEDICAL CENTER","13695 US HWY 1","SEBASTIAN","FL","32978","INDIAN RIVER","7725893187","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","13681 DOCTOR'S WAY","FORT MYERS","FL","33912","LEE","2397685000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100223","FORT WALTON BEACH MEDICAL CENTER","1000 MAR-WALT DR","FORT WALTON BEACH","FL","32547","OKALOOSA","8508621111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","7201 N UNIVERSITY DR","TAMARAC","FL","33321","BROWARD","9547212200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100226","ORANGE PARK MEDICAL CENTER","2001 KINGSLEY AVE","ORANGE PARK","FL","32073","CLAY","9042768500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100228","WESTSIDE REGIONAL MEDICAL CENTER","8201 W BROWARD BLVD","PLANTATION","FL","33324","BROWARD","9544736600","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100230","MEMORIAL HOSPITAL PEMBROKE","7800 SHERIDAN ST","PEMBROKE PINES","FL","33024","BROWARD","9549629650","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100231","WEST FLORIDA HOSPITAL","8383 N DAVIS HWY","PENSACOLA","FL","32514","ESCAMBIA","8504944000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100232","PUTNAM COMMUNITY MEDICAL CENTER","611 ZEAGLER DR","PALATKA","FL","32177","PUTNAM","3863268500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100234","WEST PALM HOSPITAL","2201 45TH ST","WEST PALM BEACH","FL","33407","PALM BEACH","5618446141","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100236","FAWCETT MEMORIAL HOSPITAL","21298 OLEAN BLVD","PORT CHARLOTTE","FL","33952","CHARLOTTE","9416291181","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100238","NORTHSIDE HOSPITAL","6000 49TH ST N","SAINT PETERSBURG","FL","33709","PINELLAS","8135215000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100239","EDWARD WHITE HOSPITAL","2323 9TH AVE N","SAINT PETERSBURG","FL","33713","PINELLAS","7273231111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100240","ANNE BATES LEACH EYE HOSPITAL","900 NW 17TH ST","MIAMI","FL","33136","MIAMI-DADE","3053266000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100242","GULF COAST REGIONAL MEDICAL CENTER","449 W 23RD ST","PANAMA CITY","FL","32405","BAY","8507477926","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100243","BRANDON REGIONAL HOSPITAL","119 OAKFIELD DR","BRANDON","FL","33511","HILLSBOROUGH","8136815551","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100244","CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","CAPE CORAL","FL","33990","LEE","2395742323","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 S 23RD ST","FORT PIERCE","FL","34950","SAINT LUCIE","7724614000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100248","LARGO MEDICAL CENTER","201 14TH ST SW","LARGO","FL","33770","PINELLAS","7275885200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100249","SEVEN RIVERS REGIONAL MEDICAL CENTER","6201 N SUNCOAST BLVD","CRYSTAL RIVER","FL","34428","CITRUS","3527956560","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100252","RAULERSON HOSPITAL","1796 HWY 441 NORTH","OKEECHOBEE","FL","34972","OKEECHOBEE","8637632151","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"100253","JUPITER MEDICAL CENTER","1210 S OLD DIXIE HWY","JUPITER","FL","33458","PALM BEACH","5617472234","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
