Provider_ID,Hospital_Name,Measure_ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Start_Date,End_Date
"141323","MASSAC MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141324","FERRELL HOSPITAL COMMUNITY FOUNDATIONS","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141327","WABASH GENERAL HOSPITAL","OP-26","412","0","0","431","154","20","0","01/01/2013","12/31/2013"
"141328","HARDIN COUNTY GENERAL HOSPITAL & CLINIC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141329","MORRISON COMMUNITY HOSPITAL","OP-26","19","46","0","0","0","0","0","01/01/2013","12/31/2013"
"141330","HOPEDALE MEDICAL COMPLEX","OP-26","335","0","0","16","136","61","2","01/01/2013","12/31/2013"
"141334","ST JOSEPH MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141335","MERCY HARVARD HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141336","ST JOSEPH'S HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141337","PERRY MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141338","MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141339","TAYLORVILLE MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141340","VALLEY WEST COMMUNITY HOSPITAL","OP-26","378","33","32","73","41","115","17","01/01/2013","12/31/2013"
"141341","PANA COMMUNITY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141342","ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL","OP-26","309","0","0","0","544","1","0","01/01/2013","12/31/2013"
"141345","SALEM TOWNSHIP HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141347","CARLINVILLE AREA HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141348","RED BUD REGIONAL HOSPITAL","OP-26","826","0","140","38","93","90","2","01/01/2013","12/31/2013"
"141350","ST FRANCIS HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"141351","CLAY COUNTY HOSPITAL","OP-26","41","64","0","72","164","14","0","01/01/2013","12/31/2013"
"150001","JOHNSON MEMORIAL HOSPITAL","OP-26","510","0","486","226","25","123","35","01/01/2013","12/31/2013"
"150002","METHODIST HOSPITALS INC","OP-26","1977","477","1239","400","5468","422","867","01/01/2013","12/31/2013"
"150004","FRANCISCAN ST. MARGARET HEALTH HAMMOND","OP-26","826","17","15","650","2372","126","100","01/01/2013","12/31/2013"
"150005","HENDRICKS REGIONAL HEALTH","OP-26","3846","1093","790","432","32","250","69","01/01/2013","12/31/2013"
"150006","INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","OP-26","1845","0","19","901","975","895","365","01/01/2013","12/31/2013"
"150007","COMMUNITY HOWARD REGIONAL HEALTH INC.","OP-26","1350","0","45","88","90","186","99","01/01/2013","12/31/2013"
"150008","ST CATHERINE HOSPITAL INC","OP-26","578","69","174","499","100","84","186","01/01/2013","12/31/2013"
"150009","CLARK MEMORIAL HOSPITAL","OP-26","1554","0","4324","662","1335","952","497","01/01/2013","12/31/2013"
"150010","ST. JOSEPH HOSPITAL & HEALTH CENTER, INC","OP-26","1808","409","101","212","1023","274","218","01/01/2013","12/31/2013"
"150011","MARION GENERAL HOSPITAL","OP-26","2458","0","0","214","35","298","77","01/01/2013","12/31/2013"
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER - SOUTH BEND","OP-26","1853","133","70","1911","5640","850","719","01/01/2013","12/31/2013"
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","OP-26","3441","1274","1573","337","220","980","613","01/01/2013","12/31/2013"
"150017","LUTHERAN HOSPITAL OF INDIANA","OP-26","9229","57","1722","219","1355","535","1733","01/01/2013","12/31/2013"
"150018","ELKHART GENERAL HOSPITAL","OP-26","2214","0","361","444","518","101","401","01/01/2013","12/31/2013"
"150021","PARKVIEW REGIONAL MEDICAL CENTER","OP-26","6546","872","818","406","261","447","1163","01/01/2013","12/31/2013"
"150022","FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE","OP-26","956","493","1477","201","12","27","35","01/01/2013","12/31/2013"
"150023","UNION HOSPITAL INC.","OP-26","4683","1409","1995","1255","3386","711","1085","01/01/2013","12/31/2013"
"150024","ESKENAZI HEALTH","OP-26","275","559","316","203","18","57","88","01/01/2013","12/31/2013"
"150026","IU HEALTH GOSHEN HOSPITAL","OP-26","2406","0","784","2018","2365","182","342","01/01/2013","12/31/2013"
"150030","HENRY COUNTY MEMORIAL HOSPITAL","OP-26","1058","128","661","1280","2644","227","96","01/01/2013","12/31/2013"
"150034","ST MARY MEDICAL CENTER INC","OP-26","1670","1230","1605","584","790","414","412","01/01/2013","12/31/2013"
"150035","PORTER REGIONAL HOSPITAL","OP-26","3682","2307","35","624","62","628","134","01/01/2013","12/31/2013"
"150037","HANCOCK REGIONAL HOSPITAL","OP-26","880","99","376","1211","4258","191","92","01/01/2013","12/31/2013"
"150038","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","OP-26","575","0","365","84","31","148","13","01/01/2013","12/31/2013"
"150042","GOOD SAMARITAN HOSPITAL","OP-26","401","426","1983","678","720","290","575","01/01/2013","12/31/2013"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","OP-26","1718","18","7395","2363","2908","140","1391","01/01/2013","12/31/2013"
"150045","DEKALB HEALTH","OP-26","788","214","70","167","14","26","30","01/01/2013","12/31/2013"
"150046","TERRE HAUTE REGIONAL HOSPITAL","OP-26","6035","167","230","835","368","125","264","01/01/2013","12/31/2013"
"150047","ST JOSEPH HOSPITAL","OP-26","617","0","232","1511","2813","9","158","01/01/2013","12/31/2013"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","OP-26","3971","0","2120","684","183","502","477","01/01/2013","12/31/2013"
"150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","OP-26","1840","0","55","366","100","774","585","01/01/2013","12/31/2013"
"150056","INDIANA UNIVERSITY HEALTH METHODIST HOSPITAL (INDIANAPOLIS)","OP-26","1193","2","59","78","324","1064","1566","01/01/2013","12/31/2013"
"150057","FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","OP-26","42","0","536","101","15","39","5","01/01/2013","12/31/2013"
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","OP-26","608","0","20","814","3826","236","4958","01/01/2013","12/31/2013"
"150059","RIVERVIEW HEALTH","OP-26","841","0","806","123","40","8","27","01/01/2013","12/31/2013"
"150061","DAVIESS COMMUNITY HOSPITAL","OP-26","776","135","41","83","223","96","26","01/01/2013","12/31/2013"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","OP-26","404","0","309","72","73","60","19","01/01/2013","12/31/2013"
"150065","SCHNECK MEDICAL CENTER","OP-26","1642","295","647","507","1071","115","75","01/01/2013","12/31/2013"
"150069","KING'S DAUGHTERS' HEALTH","OP-26","1022","362","1066","179","72","207","98","01/01/2013","12/31/2013"
"150072","MEMORIAL HOSPITAL","OP-26","928","148","1037","267","761","331","15","01/01/2013","12/31/2013"
"150074","COMMUNITY HOSPITAL EAST","OP-26","735","0","190","1159","2674","244","798","01/01/2013","12/31/2013"
"150075","BLUFFTON REGIONAL MEDICAL CENTER","OP-26","450","216","50","124","484","78","12","01/01/2013","12/31/2013"
"150076","SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","OP-26","1431","181","276","632","1177","419","118","01/01/2013","12/31/2013"
"150082","DEACONESS HOSPITAL INC","OP-26","1969","0","774","1806","351","1180","1771","01/01/2013","12/31/2013"
"150084","ST. VINCENT HOSPITALS AND HEALTH SERVICES","OP-26","4052","65","32","816","100","540","110","01/01/2013","12/31/2013"
"150086","DEARBORN COUNTY HOSPITAL","OP-26","2070","371","673","230","588","272","96","01/01/2013","12/31/2013"
"150088","ST. VINCENT ANDERSON REGIONAL HOSPITAL","OP-26","1674","2057","1544","526","27","139","111","01/01/2013","12/31/2013"
"150089","INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","OP-26","415","0","39","28","40","220","349","01/01/2013","12/31/2013"
"150090","FRANCISCAN ST MARGARET HEALTH - DYER","OP-26","1213","153","525","608","1512","248","46","01/01/2013","12/31/2013"
"150091","PARKVIEW HUNTINGTON HOSPITAL","OP-26","542","0","475","193","13","28","1","01/01/2013","12/31/2013"
"150097","MAJOR HOSPITAL","OP-26","971","47","759","169","25","268","74","01/01/2013","12/31/2013"
"150100","ST. MARY'S HEALTH, INC. ","OP-26","5548","1739","3552","1939","121","583","1513","01/01/2013","12/31/2013"
"150101","PARKVIEW WHITLEY HOSPITAL","OP-26","776","0","225","80","10","23","1","01/01/2013","12/31/2013"
"150102","INDIANA UNIVERSITY HEALTH STARKE HOSPITAL","OP-26","380","78","15","181","334","130","24","01/01/2013","12/31/2013"
"150104","WITHAM HEALTH SERVICES","OP-26","683","230","819","173","44","39","11","01/01/2013","12/31/2013"
"150109","FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","OP-26","2248","147","2369","880","151","388","32","01/01/2013","12/31/2013"
"150112","COLUMBUS REGIONAL HOSPITAL","OP-26","2511","739","149","497","4745","488","867","01/01/2013","12/31/2013"
"150113","COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","OP-26","384","837","888","782","3990","389","264","01/01/2013","12/31/2013"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","OP-26","5445","811","715","2675","4279","1948","5639","01/01/2013","12/31/2013"
"150125","COMMUNITY HOSPITAL","OP-26","5864","312","478","1254","525","1188","1473","01/01/2013","12/31/2013"
"150126","FRANCISCAN SAINT ANTHONY HEALTH - CROWN POINT","OP-26","1617","916","263","1115","408","607","165","01/01/2013","12/31/2013"
"150128","COMMUNITY HOSPITAL SOUTH, INC.","OP-26","1882","0","49","86","227","317","586","01/01/2013","12/31/2013"
"150129","COMMUNITY WESTVIEW HOSPITAL","OP-26","1700","0","275","311","44","84","11","01/01/2013","12/31/2013"
"150133","KOSCIUSKO COMMUNITY HOSPITAL","OP-26","1669","25","126","723","843","53","54","01/01/2013","12/31/2013"
"150146","PARKVIEW NOBLE HOSPITAL","OP-26","629","0","204","220","36","44","1","01/01/2013","12/31/2013"
"150149","WOMEN'S HOSPITAL THE","OP-26","0","0","0","0","6","243","8","01/01/2013","12/31/2013"
"150150","DUPONT HOSPITAL LLC","OP-26","1416","206","2905","473","768","1471","112","01/01/2013","12/31/2013"
"150153","ST VINCENT HEART CENTER OF INDIANA LLC","OP-26","12","0","0","0","0","16","322","01/01/2013","12/31/2013"
"150157","ST. VINCENT CARMEL HOSPITAL, INC.","OP-26","453","3","77","148","18","112","78","01/01/2013","12/31/2013"
"150158","IU HEALTH WEST HOSPITAL","OP-26","529","0","68","150","28","575","194","01/01/2013","12/31/2013"
"150160","INDIANA ORTHOPAEDIC HOSPITAL, LLC","OP-26","0","0","6111","5060","0","0","0","01/01/2013","12/31/2013"
"150161","INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","OP-26","777","0","36","104","36","390","163","01/01/2013","12/31/2013"
"150162","FRANCISCAN ST. FRANCIS HEALTH - INDIANAPOLIS","OP-26","1306","21","2570","664","659","221","126","01/01/2013","12/31/2013"
"150163","SAINT CATHERINE REGIONAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"150164","MONROE HOSPITAL","OP-26","5","0","0","1","11","0","41","01/01/2013","12/31/2013"
"150165","FRANCISCAN HEALTHCARE - MUNSTER","OP-26","2929","1015","549","436","573","261","162","01/01/2013","12/31/2013"
"150166","PINNACLE HOSPITAL","OP-26","1379","0","685","316","42","48","0","01/01/2013","12/31/2013"
"150167","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","OP-26","0","0","558","965","39","0","5","01/01/2013","12/31/2013"
"150168","THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","OP-26","0","0","1263","1838","57","0","0","01/01/2013","12/31/2013"
"150169","COMMUNITY HOSPITAL NORTH","OP-26","2433","0","286","123","192","765","881","01/01/2013","12/31/2013"
"150172","PHYSICIANS' MEDICAL CENTER LLC","OP-26","4206","84","1229","291","8","610","0","01/01/2013","12/31/2013"
"150173","INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","OP-26","3611","668","315","516","60","352","347","01/01/2013","12/31/2013"
"150175","THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","OP-26","5","0","1","6","0","0","1262","01/01/2013","12/31/2013"
"150176","KENTUCKIANA MEDICAL CENTER LLC","OP-26","0","0","0","0","0","0","0","01/01/2013","12/31/2013"
"150177","UNITY MEDICAL AND SURGICAL HOSPITAL","OP-26","286","453","378","414","11","292","0","01/01/2013","12/31/2013"
"150179","FAIRBANKS","OP-26","0","0","0","0","0","0","0","01/01/2013","12/31/2013"
"150181","ST VINCENT FISHERS HOSPITAL INC","OP-26","208","0","47","14","3","13","5","01/01/2013","12/31/2013"
"150182","FRANCISCAN ST FRANCIS HEALTH - CARMEL","OP-26","83","15","7","178","2","6","0","01/01/2013","12/31/2013"
"151300","COMMUNITY HOSPITAL OF BREMEN INC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151301","ST VINCENT RANDOLPH HOSPITAL INC","OP-26","134","88","10","51","229","11","19","01/01/2013","12/31/2013"
"151302","INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151303","ST VINCENT JENNINGS HOSPITAL INC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151304","RUSH MEMORIAL HOSPITAL","OP-26","209","0","148","50","8","1","10","01/01/2013","12/31/2013"
"151305","PULASKI MEMORIAL HOSPITAL","OP-26","247","40","25","14","7","13","7","01/01/2013","12/31/2013"
"151306","INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151307","ST. VINCENT WILLIAMSPORT HOSPITAL, INC.","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151308","ST VINCENT MERCY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151309","ST. VINCENT CLAY HOSPITAL INC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151310","PARKVIEW WABASH HOSPITAL, INC","OP-26","696","0","0","218","16","34","26","01/01/2013","12/31/2013"
"151311","INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151312","INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151313","WOODLAWN HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151314","ST VINCENT SALEM HOSPITAL INC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151315","CAMERON MEMORIAL COMMUNITY HOSPITAL INC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151316","ST VINCENT FRANKFORT HOSPITAL INC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151317","GREENE COUNTY GENERAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151318","DUKES MEMORIAL HOSPITAL","OP-26","305","0","14","49","14","38","7","01/01/2013","12/31/2013"
"151319","GIBSON GENERAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151320","JAY COUNTY HOSPITAL","OP-26","105","0","0","2","2","0","12","01/01/2013","12/31/2013"
"151322","PERRY COUNTY MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151323","PARKVIEW LAGRANGE HOSPITAL","OP-26","354","53","14","69","7","4","2","01/01/2013","12/31/2013"
"151324","JASPER COUNTY HOSPITAL","OP-26","685","100","318","237","382","49","19","01/01/2013","12/31/2013"
"151325","ST. MARY'S WARRICK HOSPITAL INC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151326","UNION HOSPITAL CLINTON","OP-26","234","0","17","12","5","1","18","01/01/2013","12/31/2013"
"151327","SULLIVAN COUNTY COMMUNITY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151328","INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL","OP-26","760","7","47","293","458","12","30","01/01/2013","12/31/2013"
"151329","MARGARET MARY COMMUNITY HOSPITAL INC","OP-26","769","443","72","213","29","345","58","01/01/2013","12/31/2013"
"151330","ADAMS MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151331","HARRISON COUNTY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151332","DECATUR COUNTY MEMORIAL HOSPITAL","OP-26","323","100","1","34","2","23","0","01/01/2013","12/31/2013"
"151333","PUTNAM COUNTY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"151335","ST. VINCENT DUNN HOSPITAL INC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"160001","MARSHALLTOWN MEDICAL & SURGICAL CENTER","OP-26","682","1108","229","196","44","46","82","01/01/2013","12/31/2013"
"160005","ST ANTHONY REGIONAL HOSPITAL ","OP-26","521","388","63","143","47","48","41","01/01/2013","12/31/2013"
"160008","KEOKUK AREA HOSPITAL","OP-26","167","213","26","8","2","93","12","01/01/2013","12/31/2013"
"160013","UNITY HEALTHCARE DBA TRINITY MUSCATINE","OP-26","534","334","32","54","40","23","11","01/01/2013","12/31/2013"
"160016","TRINITY REGIONAL MEDICAL CENTER","OP-26","1161","1163","1820","487","2728","73","390","01/01/2013","12/31/2013"
"160024","IOWA LUTHERAN HOSPITAL","OP-26","3618","1412","28","422","591","618","430","01/01/2013","12/31/2013"
"160028","ALEGENT HEALTH MERCY HOSPITAL","OP-26","1425","219","246","296","5186","81","149","01/01/2013","12/31/2013"
"160029","MERCY HOSPITAL","OP-26","3049","0","95","182","37","291","293","01/01/2013","12/31/2013"
"160030","MARY GREELEY MEDICAL CENTER","OP-26","5638","1175","32","2375","247","798","864","01/01/2013","12/31/2013"
"160032","SKIFF MEDICAL CENTER","OP-26","575","256","143","162","84","15","20","01/01/2013","12/31/2013"
"160033","GENESIS MEDICAL CENTER-DAVENPORT","OP-26","1150","208","1843","1089","6826","128","1315","01/01/2013","12/31/2013"
"160040","SARTORI MEMORIAL HOSPITAL, INC","OP-26","1476","762","371","493","16","0","3","01/01/2013","12/31/2013"
"160045","ST LUKES HOSPITAL","OP-26","2342","0","158","566","50","897","82","01/01/2013","12/31/2013"
"160047","METHODIST JENNIE EDMUNDSON","OP-26","1863","100","1392","500","19","137","153","01/01/2013","12/31/2013"
"160057","GREAT RIVER MEDICAL CENTER","OP-26","2750","577","1210","1410","1733","325","442","01/01/2013","12/31/2013"
"160058","UNIVERSITY OF IOWA HOSPITAL & CLINICS","OP-26","6817","9150","3162","9725","20590","3758","1656","01/01/2013","12/31/2013"
"160064","MERCY MEDICAL CENTER-NORTH IOWA","OP-26","1358","1","659","263","197","198","833","01/01/2013","12/31/2013"
"160067","COVENANT MEDICAL CENTER","OP-26","2339","444","3418","957","329","461","147","01/01/2013","12/31/2013"
"160069","MERCY MEDICAL CENTER-DUBUQUE","OP-26","1309","215","14","94","38","223","40","01/01/2013","12/31/2013"
"160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","OP-26","4112","1766","2761","1597","3141","447","512","01/01/2013","12/31/2013"
"160080","MERCY MEDICAL CENTER-CLINTON","OP-26","850","137","5","9","34","103","468","01/01/2013","12/31/2013"
"160082","IOWA METHODIST MEDICAL CENTER","OP-26","4277","1478","32","412","622","714","625","01/01/2013","12/31/2013"
"160083","MERCY MEDICAL CENTER-DES MOINES","OP-26","5760","87","0","154","39","285","276","01/01/2013","12/31/2013"
"160089","OTTUMWA REGIONAL HEALTH CENTER","OP-26","12","532","2","182","145","14","0","01/01/2013","12/31/2013"
"160101","BROADLAWNS MEDICAL CENTER","OP-26","442","74","59","1673","1699","118","57","01/01/2013","12/31/2013"
"160104","TRINITY - BETTENDORF","OP-26","260","0","626","577","1822","67","168","01/01/2013","12/31/2013"
"160110","ALLEN HOSPITAL","OP-26","3974","1886","45","532","45","133","323","01/01/2013","12/31/2013"
"160112","SPENCER MUNICIPAL HOSPITAL","OP-26","680","439","570","400","23","244","0","01/01/2013","12/31/2013"
"160117","FINLEY HOSPITAL","OP-26","201","1145","102","682","23","174","74","01/01/2013","12/31/2013"
"160122","FORT MADISON COMMUNITY HOSPITAL","OP-26","357","422","360","363","136","217","25","01/01/2013","12/31/2013"
"160124","LAKES REGIONAL HEALTHCARE","OP-26","944","237","235","344","13","60","0","01/01/2013","12/31/2013"
"160146","ST LUKES REGIONAL MEDICAL CENTER","OP-26","3596","3","112","348","994","383","274","01/01/2013","12/31/2013"
"160147","GRINNELL REGIONAL MEDICAL CENTER","OP-26","509","47","366","82","33","50","14","01/01/2013","12/31/2013"
"160153","MERCY MEDICAL CENTER-SIOUX CITY","OP-26","1226","0","50","286","80","134","521","01/01/2013","12/31/2013"
"161300","BAUM HARMON MERCY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161301","IOWA SPECIALTY HOSPITAL - BELMOND","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161302","IOWA SPECIALTY HOSPITAL-CLARION","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161303","GRUNDY COUNTY MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161304","ALEGENT CREIGHTON HEALTH MERCY HOSPITAL, CORNING I","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161305","POCAHONTAS COMMUNITY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161306","JONES REGIONAL MEDICAL CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161307","HANCOCK COUNTY HEALTH SYSTEM","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161310","ADAIR COUNTY MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161311","HAWARDEN REGIONAL HEALTHCARE","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161313","GENESIS MEDICAL CENTER-DEWITT","OP-26","57","362","5","14","0","0","0","01/01/2013","12/31/2013"
"161314","GUTHRIE COUNTY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161315","KEOKUK COUNTY HEALTH CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161316","PALMER LUTHERAN HEALTH CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161317","MARENGO MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161319","CENTRAL COMMUNITY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161320","COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161321","SANFORD ROCK RAPIDS MEDICAL CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161322","DALLAS COUNTY HOSPITAL","OP-26","111","102","45","10","4","34","0","01/01/2013","12/31/2013"
"161323","MITCHELL COUNTY REGIONAL HEALTH","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161324","GEORGE C GRAPE COMMUNITY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161325","GREENE COUNTY MEDICAL CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161327","DAVIS COUNTY HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161329","JACKSON COUNTY REGIONAL HEALTH CENTER","OP-26","230","193","0","21","0","22","0","01/01/2013","12/31/2013"
"161330","AUDUBON COUNTY MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161331","MERCY MEDICAL CENTER-NEW HAMPTON","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161332","MANNING REGIONAL HEALTHCARE CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"161334","HUMBOLDT COUNTY MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
