time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-05-23T00:29:10.300Z,-10.8986,163.5563,35,4.5,mb,,76,3.837,0.46,us,us20002lau,2015-06-14T05:53:08.763Z,"185km ESE of Kirakira, Solomon Islands",earthquake
2015-05-23T00:20:48.250Z,-11.2645,163.4432,10,5.1,mb,,62,3.888,0.87,us,us10002bpy,2015-05-30T02:15:54.603Z,"189km ESE of Kirakira, Solomon Islands",earthquake
2015-05-23T00:12:55.800Z,-18.2375,-178.6798,598.14,4.4,mb,,169,3.148,0.81,us,us20002lav,2015-06-14T22:49:10.612Z,"267km N of Ndoi Island, Fiji",earthquake
2015-05-22T23:59:33.770Z,-11.1093,163.2154,10,6.8,mww,,18,3.619,0.81,us,us10002bpw,2015-06-09T14:58:40.000Z,"159km ESE of Kirakira, Solomon Islands",earthquake
2015-05-22T23:41:16.030Z,-11.2322,163.6011,35,4.2,mb,,226,4.012,1.15,us,us20002lah,2015-06-14T05:14:08.361Z,"202km ESE of Kirakira, Solomon Islands",earthquake
2015-05-22T22:24:43.000Z,50.337,-179.2235,75.5,3.8,mb,,,,0.82,us,us10002br5,2015-06-05T00:08:11.899Z,"103km S of Amatignak Island, Alaska",earthquake
2015-05-22T22:21:54.000Z,51.7154,-172.6941,52.7,3.6,ml,,,,0.59,us,us10002br4,2015-05-31T09:50:19.310Z,"116km ESE of Atka, Alaska",earthquake
2015-05-22T22:21:05.720Z,-11.104,163.5095,10,4.9,mb,,76,3.876,0.55,us,us10002bnw,2015-05-29T03:41:33.915Z,"188km ESE of Kirakira, Solomon Islands",earthquake
2015-05-22T22:09:17.740Z,35.0175,26.8154,6.46,4.3,mb,,112,0.599,1.21,us,us10002bnr,2015-05-29T03:31:49.677Z,"55km ESE of Palaikastron, Greece",earthquake
2015-05-22T22:03:05.440Z,-11.0926,163.3808,10,5.1,mb,,61,3.757,0.64,us,us10002bns,2015-05-30T02:08:53.124Z,"174km ESE of Kirakira, Solomon Islands",earthquake
2015-05-22T21:56:55.290Z,-11.156,163.3264,35,4.4,mb,,173,3.737,0.69,us,us20002lad,2015-06-14T05:20:20.983Z,"172km ESE of Kirakira, Solomon Islands",earthquake
2015-05-22T21:50:28.470Z,-11.0412,163.4592,35,5.2,mb,,108,3.805,1.11,us,us20002laa,2015-06-14T05:26:50.703Z,"180km ESE of Kirakira, Solomon Islands",earthquake
2015-05-22T21:45:18.710Z,-11.054,163.6914,11.24,6.9,mww,,22,4.019,1.19,us,us10002bnk,2015-06-09T14:58:39.000Z,"204km ESE of Kirakira, Solomon Islands",earthquake
2015-05-22T21:08:41.610Z,2.1579,126.9191,42.64,4.2,mb,,101,1.447,0.91,us,us20002la9,2015-06-14T03:00:31.514Z,"130km WNW of Tobelo, Indonesia",earthquake
2015-05-22T20:42:25.850Z,0.3002,122.1215,195.09,4.5,mb,,61,1.483,0.77,us,us10002bn6,2015-06-13T21:45:29.673Z,"35km SW of Tilamuta, Indonesia",earthquake
2015-05-22T19:41:22.383Z,37.309,-114.6519,5.8867,3.52,ml,52,93.26,0.332,0.1604,nn,nn00495496,2015-06-13T21:24:17.522Z,"36km SSW of Caliente, Nevada",earthquake
2015-05-22T19:39:58.640Z,-33.4639,77.6495,14.91,4.7,mb,,94,35.249,0.76,us,us20002la5,2015-06-13T21:21:47.721Z,"Mid-Indian Ridge",earthquake
2015-05-22T19:39:33.750Z,-20.1892,-70.8373,17.15,5.3,mww,,94,0.668,0.91,us,us10002bm8,2015-06-13T20:53:25.995Z,"72km W of Iquique, Chile",earthquake
2015-05-22T19:37:56.380Z,-4.019,136.0045,27.62,4.9,mb,,50,3.904,0.87,us,us10002bma,2015-06-18T21:49:52.399Z,"40km WSW of Enarotali, Indonesia",earthquake
2015-05-22T19:25:01.240Z,-15.6024,-173.778,76.46,4.5,mb,,106,2.565,0.42,us,us20002lac,2015-06-13T20:03:01.379Z,"38km N of Hihifo, Tonga",earthquake
2015-05-22T19:19:29.763Z,37.3371,-114.642,7.4772,3,ml,41,98.54,0.333,0.1918,nn,nn00495487,2015-06-12T19:07:35.243Z,"32km SSW of Caliente, Nevada",earthquake
2015-05-22T19:07:41.930Z,29.8042,81.6888,10,4.3,mb,,75,3.805,0.98,us,us10002blt,2015-06-12T18:35:42.935Z,"70km SE of Burang, China",earthquake
2015-05-22T19:05:23.910Z,37.3138,-114.639,9.6227,3.83,ml,39,92.92,0.341,0.1751,nn,nn00495573,2015-06-12T18:10:48.874Z,"35km SSW of Caliente, Nevada",earthquake
2015-05-22T18:56:03.390Z,-7.2756,-13.2467,17.78,4.7,mb,,142,1.282,0.35,us,us20002lab,2015-06-12T18:04:37.526Z,"148km ENE of Georgetown, Saint Helena",earthquake
2015-05-22T18:47:42.980Z,37.2925,-114.6546,4.0328,4.83,mw,32,109.36,0.335,0.159,nn,nn00495477,2015-06-18T21:46:58.345Z,"37km SSW of Caliente, Nevada",earthquake
2015-05-22T18:44:08.970Z,-0.3005,123.9753,101.82,4,mb,,57,1.41,1.19,us,us20002la3,2015-06-12T16:49:32.192Z,"75km S of Molibagu, Indonesia",earthquake
2015-05-22T18:06:11.000Z,67.645,-162.3533,33.2,3.3,ml,,,,0.95,ak,ak11604998,2015-06-12T16:25:51.553Z,"27km ENE of Noatak, Alaska",earthquake
2015-05-22T17:45:08.110Z,-21.5077,169.0461,5.71,4.6,mb,,95,0.946,1.17,us,us20002l9y,2015-06-18T22:03:03.624Z,"120km E of Tadine, New Caledonia",earthquake
2015-05-22T17:40:39.660Z,-42.1564,173.0823,47.98,4.4,mwr,,57,0.415,1.07,us,us10002bky,2015-06-12T15:59:08.050Z,"56km WNW of Kaikoura, New Zealand",earthquake
2015-05-22T17:15:12.610Z,21.4946,143.8103,228.61,4.5,mb,,81,5.769,0.61,us,us20002l9x,2015-06-11T21:58:36.815Z,"154km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-05-22T16:39:29.870Z,-55.8841,-139.3016,10,4.4,mb,,172,29.568,0.83,us,us20002la4,2015-06-26T21:37:07.040Z,"Pacific-Antarctic Ridge",earthquake
2015-05-22T16:17:20.070Z,-18.7676,169.3564,241.77,4.9,mb,,75,2.822,0.95,us,us10002bkk,2015-06-26T21:32:56.040Z,"87km N of Isangel, Vanuatu",earthquake
2015-05-22T16:12:13.420Z,-10.6246,164.0091,53.43,4.1,mb,,137,4.17,0.7,us,us20002l9t,2015-06-26T21:24:13.040Z,"199km W of Lata, Solomon Islands",earthquake
2015-05-22T15:00:27.300Z,-23.5452,-66.7153,199.51,4.1,mb,,111,2.225,1.03,us,us10002bet,2015-06-26T20:22:39.040Z,"84km NNW of San Antonio de los Cobres, Argentina",earthquake
2015-05-22T14:37:57.730Z,-11.1952,163.4036,43.79,4.2,mb,,220,3.822,1.06,us,us20002la1,2015-06-26T20:04:46.040Z,"181km ESE of Kirakira, Solomon Islands",earthquake
2015-05-22T13:48:52.600Z,19.0044,-64.3182,19,3,Md,12,298.8,0.27398616,0.12,pr,pr15142005,2015-06-26T19:45:26.040Z,"72km NNE of Road Town, British Virgin Islands",earthquake
2015-05-22T13:28:49.420Z,28.5733,129.5668,35.85,5.2,mb,,57,2.076,0.94,us,us10002bd8,2015-05-22T21:31:28.745Z,"24km NNE of Naze, Japan",earthquake
2015-05-22T13:04:05.930Z,27.6635,85.6936,10,4.1,mb,,85,5.187,0.94,us,us20002la2,2015-06-26T16:45:15.040Z,"17km ENE of Banepa, Nepal",earthquake
2015-05-22T12:07:34.830Z,-4.2085,142.2467,106.39,5.1,mb,,18,5.545,1.07,us,us10002bd3,2015-07-02T11:22:06.040Z,"66km W of Ambunti, Papua New Guinea",earthquake
2015-05-22T11:50:27.710Z,-31.3155,-68.4945,10,4.2,md,,124,0.281,1.17,us,us10002bcz,2015-07-02T13:13:24.040Z,"13km NNE of Albardon, Argentina",earthquake
2015-05-22T11:45:47.370Z,27.5438,86.0511,10,4.3,mb,,127,0.673,0.85,us,us10002bd0,2015-06-30T14:02:47.040Z,"24km N of Ramechhap, Nepal",earthquake
2015-05-22T11:00:03.880Z,11.5027,124.4053,34.19,4.8,mb,,115,4.554,0.85,us,us10002bcs,2015-07-01T14:19:40.040Z,"3km SW of Catmon, Philippines",earthquake
2015-05-22T10:59:33.780Z,27.9549,84.9674,10,4.7,mb,,41,0.391,0.88,us,us10002bcr,2015-07-01T13:26:20.040Z,"43km NW of Kirtipur, Nepal",earthquake
2015-05-22T10:57:29.700Z,36.6184,-98.4082,2.412,3.5,mwr,,143,,0.65,us,us10002bcm,2015-06-30T14:36:02.524Z,"14km WNW of Helena, Oklahoma",earthquake
2015-05-22T10:23:40.950Z,-7.9358,146.926,35,5,mb,,43,1.477,1.06,us,us10002bca,2015-07-02T13:15:30.040Z,"70km SSE of Wau, Papua New Guinea",earthquake
2015-05-22T10:22:24.580Z,-11.4308,165.1414,10,4.7,mb,,110,5.478,0.61,us,us20002l9s,2015-07-02T12:34:34.040Z,"109km SW of Lata, Solomon Islands",earthquake
2015-05-22T09:51:21.410Z,50.7788,-172.3114,28.02,3.6,mb,,208,1.849,1.21,us,us20002l9l,2015-07-01T14:31:24.040Z,"203km SSW of Amukta Island, Alaska",earthquake
2015-05-22T09:45:25.360Z,5.013,-78.3497,35,4.4,mb,,68,3.041,0.67,us,us20002l9m,2015-07-02T08:31:44.040Z,"109km W of Pizarro, Colombia",earthquake
2015-05-22T08:46:19.600Z,18.867,-65.2204,59,3.2,Md,11,205.2,0.55875211,0.28,pr,pr15142004,2015-06-21T07:54:06.410Z,"63km N of Culebra, Puerto Rico",earthquake
2015-05-22T08:41:09.520Z,35.6871667,-121.1163333,4.72,3.16,ml,91,93,0.03085,0.07,nc,nc72453391,2015-06-21T07:58:08.832Z,"8km NE of San Simeon, California",earthquake
2015-05-22T08:30:22.000Z,52.4553,-173.4078,96.9,3.9,mb,,,,1.28,us,us10002bc0,2015-06-21T08:00:19.351Z,"61km ENE of Atka, Alaska",earthquake
2015-05-22T08:23:49.830Z,-4.3811,153.5293,102.38,4.3,mb,,153,1.374,0.77,us,us10002bc1,2015-06-21T08:01:34.694Z,"55km E of Taron, Papua New Guinea",earthquake
2015-05-22T07:40:46.120Z,43.4766,-127.1427,10,4.1,mb,,177,2.141,0.77,us,us10002bbm,2015-06-21T07:47:46.040Z,"225km W of Bandon, Oregon",earthquake
2015-05-22T07:38:30.530Z,18.1915,146.7111,59.37,4.3,mb,,163,2.073,0.35,us,us20002l9h,2015-06-21T07:45:23.040Z,"99km E of Pagan, Northern Mariana Islands",earthquake
2015-05-22T07:36:29.820Z,18.1444,146.4553,76.27,4.4,mb,,101,1.929,0.75,us,us20002l9q,2015-06-21T07:48:25.040Z,"72km E of Pagan, Northern Mariana Islands",earthquake
2015-05-22T07:28:48.620Z,-10.3509,161.3108,78.71,4.6,mb,,79,1.62,0.62,us,us10002bbn,2015-06-21T07:37:02.040Z,"67km W of Kirakira, Solomon Islands",earthquake
2015-05-22T07:17:15.100Z,36.5145,-99.0189,5.876,3,ml,,232,,0.62,us,us10002bbi,2015-06-21T07:35:25.040Z,"18km ENE of Mooreland, Oklahoma",earthquake
2015-05-22T07:03:50.480Z,-18.0192,-178.2062,583.07,4.1,mb,,81,3.572,0.52,us,us20002l9f,2015-06-21T07:24:13.040Z,"295km N of Ndoi Island, Fiji",earthquake
2015-05-22T06:56:07.260Z,32.3638333,-115.2375,26.7,3.4,ml,24,172,0.07964,0.27,ci,ci37385088,2015-06-21T07:18:12.040Z,"4km WNW of Delta, B.C., MX",earthquake
2015-05-22T06:31:15.000Z,37.51,19.83,8,4.3,mb,,,,1.14,us,us10002bbe,2015-06-21T07:13:21.040Z,"90km WSW of Mouzaki, Greece",earthquake
2015-05-22T06:02:37.000Z,-1.43,-81.04,5,4.3,mb,,,,1.29,us,us20002l9e,2015-06-21T05:27:03.249Z,"51km WSW of Jipijapa, Ecuador",earthquake
2015-05-22T05:44:31.670Z,26.5274,127.8697,49.56,4.3,mb,,72,0.473,1.19,us,us10002c2j,2015-06-20T12:35:37.631Z,"12km WSW of Nago, Japan",earthquake
2015-05-22T05:39:12.220Z,-23.7191,-179.9904,530.64,4.3,mb,,120,11.289,0.88,us,us20002l9c,2015-06-20T12:34:01.565Z,"South of the Fiji Islands",earthquake
2015-05-22T05:19:39.200Z,19.3505,-67.1922,78,3.4,Md,13,277.2,0.88034898,0.28,pr,pr15142000,2015-06-20T12:28:15.591Z,"95km N of Isabela, Puerto Rico",earthquake
2015-05-22T05:05:58.680Z,32.3573333,-115.2433333,27.11,3.27,ml,20,182,0.08102,0.28,ci,ci37385072,2015-06-20T10:40:39.551Z,"5km W of Delta, B.C., MX",earthquake
2015-05-22T03:42:37.930Z,49.6362,153.8873,128.67,4,mb,,234,4.217,0.47,us,us20002l99,2015-06-21T01:56:56.697Z,"197km SW of Severo-Kuril'sk, Russia",earthquake
2015-05-22T03:36:32.130Z,-0.3132,135.8018,36.83,4.3,mb,,99,4.394,0.8,us,us20002l98,2015-06-21T00:12:09.583Z,"200km ENE of Manokwari, Indonesia",earthquake
2015-05-22T02:56:34.300Z,35.756,27.244,0,4,mb,,,,1.04,us,us10002bau,2015-06-20T23:45:08.263Z,"27km N of Karpathos, Greece",earthquake
2015-05-22T02:53:00.780Z,38.4316667,-122.2501667,13.03,4.09,mw,170,90,0.1071,0.18,nc,nc72453246,2015-06-20T01:19:15.294Z,"10km ENE of Yountville, California",earthquake
2015-05-22T01:55:10.850Z,36.5351,70.5591,183.51,4.1,mb,,71,0.589,0.93,us,us10002baq,2015-06-20T00:07:25.907Z,"44km SW of Jarm, Afghanistan",earthquake
2015-05-22T01:52:17.900Z,51.304,1.438,12,3.7,mwr,,,,1.78,us,us10002bap,2015-06-20T00:14:02.918Z,"3km SSE of Ramsgate, United Kingdom",earthquake
2015-05-22T01:08:23.350Z,41.8974,141.2912,124.2,4.2,mb,,101,0.951,0.69,us,us10002bal,2015-06-19T23:02:07.828Z,"47km ENE of Hakodate, Japan",earthquake
2015-05-22T00:49:00.990Z,-6.5593,129.9635,171.4,4.3,mb,,105,1.937,1.22,us,us20002l96,2015-06-14T02:52:47.187Z,"214km NW of Saumlaki, Indonesia",earthquake
2015-05-22T00:28:15.110Z,-7.502,128.5446,133.28,4.3,mb,,99,2.77,1.44,us,us10002bai,2015-05-31T00:43:45.756Z,"Kepulauan Barat Daya, Indonesia",earthquake
2015-05-21T23:41:01.920Z,-5.4087,152.6183,35,4.5,mb,,115,1.291,0.51,us,us20002kzd,2015-06-13T23:55:13.913Z,"113km SSW of Taron, Papua New Guinea",earthquake
2015-05-21T23:35:52.710Z,-19.8169,174.601,537.96,4.9,mb,,56,3.865,0.96,us,us10002ba5,2015-05-29T03:25:56.800Z,"214km N of Ceva-i-Ra, Fiji",earthquake
2015-05-21T22:53:26.000Z,58.738,-154.732,125.3,3.2,ml,,,,0.77,ak,ak11604348,2015-06-02T21:46:25.723Z,"111km E of King Salmon, Alaska",earthquake
2015-05-21T21:47:20.080Z,-18.2555,-177.7491,590.47,4.5,mb,,91,4.027,0.74,us,us20002kz8,2015-06-13T23:37:27.512Z,"283km NNE of Ndoi Island, Fiji",earthquake
2015-05-21T21:33:03.730Z,-19.8999,-70.0403,66.22,4.4,mb,,148,0.311,0.91,us,us10002b9l,2015-06-12T04:12:15.857Z,"37km NNE of Iquique, Chile",earthquake
2015-05-21T21:02:45.850Z,36.5371,26.8343,143.31,4,mb,,66,1.022,0.97,us,us20002kz6,2015-06-13T05:24:05.971Z,"25km SSW of Kefalos, Greece",earthquake
2015-05-21T20:54:26.460Z,-23.5264,-179.6929,531.45,4.1,mb,,125,6.127,0.34,us,us20002kze,2015-07-02T20:00:46.040Z,"South of the Fiji Islands",earthquake
2015-05-21T20:54:13.950Z,-9.1685,-108.9023,10,4.9,mb,,63,25.634,1.02,us,us10002b9e,2015-07-01T15:34:57.040Z,"Central East Pacific Rise",earthquake
2015-05-21T20:39:34.880Z,-22.4351,173.4001,55.05,4.6,mb,,130,5.074,1.08,us,us20002kz5,2015-07-02T18:30:49.040Z,"139km E of Ile Hunter, New Caledonia",earthquake
2015-05-21T20:34:12.350Z,-34.891,-71.795,40.4,4.8,ml,,,,1.11,us,us10002b90,2015-07-03T17:45:18.040Z,"48km SW of Santa Cruz, Chile",earthquake
2015-05-21T20:10:34.880Z,-18.6275,168.6336,43.46,4.6,mb,,204,2.509,1.16,us,us20002kz4,2015-07-02T18:15:13.040Z,"104km SSE of Port-Vila, Vanuatu",earthquake
2015-05-21T19:57:19.810Z,-9.9429,160.3644,10,4.5,mb,,86,0.648,1.19,us,us20002kzb,2015-07-03T17:58:56.040Z,"72km SE of Honiara, Solomon Islands",earthquake
2015-05-21T19:55:09.840Z,20.255,122.1113,10,4.2,mb,,123,2.724,0.67,us,us20002kz3,2015-07-01T23:30:21.040Z,"20km ESE of Uyugan, Philippines",earthquake
2015-05-21T19:44:16.020Z,12.9517,124.5536,4.42,4.6,mb,,66,3.699,0.92,us,us20002kz2,2015-07-03T17:53:34.040Z,"36km NE of Biri, Philippines",earthquake
2015-05-21T19:32:57.780Z,-9.7787,160.3253,5,5.7,mww,,13,0.502,0.76,us,us10002b8f,2015-07-03T17:14:58.957Z,"56km SE of Honiara, Solomon Islands",earthquake
2015-05-21T18:04:09.080Z,33.224,48.2293,10,4.4,mb,,57,6.369,0.89,us,us10002b7j,2015-06-30T22:41:01.040Z,"31km SSW of Khorramabad, Iran",earthquake
2015-05-21T17:57:19.830Z,-21.5236,170.6833,126.63,4.1,mb,,203,2.47,0.79,us,us20002kz0,2015-07-01T22:54:31.040Z,"171km NW of Ile Hunter, New Caledonia",earthquake
2015-05-21T16:56:45.260Z,59.5044,-136.4882,14.46,4.1,mwr,,97,0.079,0.92,us,us10002b74,2015-06-11T21:37:57.952Z,"66km WNW of Haines, Alaska",earthquake
2015-05-21T16:54:11.710Z,-27.2084,-71.9806,7.46,4.7,mww,,85,1.277,0.95,us,us10002b73,2015-06-11T21:31:35.653Z,"164km W of Copiapo, Chile",earthquake
2015-05-21T16:24:26.860Z,52.8369,-170.3696,155.24,3.9,mb,,159,0.288,1.38,us,us20002lgd,2015-06-11T21:10:57.179Z,"31km NE of Yunaska Island, Alaska",earthquake
2015-05-21T16:14:33.450Z,-6.4411,131.6098,50.96,4.1,mb,,90,6.379,0.96,us,us20002kz7,2015-06-11T20:15:46.434Z,"152km SW of Tual, Indonesia",earthquake
2015-05-21T16:05:35.830Z,36.885,121.7749,46.24,4.6,mb,,35,3.917,1.34,us,us10002b6x,2015-06-11T19:17:49.457Z,"42km SW of Wendeng, China",earthquake
2015-05-21T16:03:12.540Z,-7.9008,123.1524,234.51,4.5,mb,,61,1.163,1.42,us,us10002b6t,2015-06-11T19:05:22.463Z,"79km NE of Palue, Indonesia",earthquake
2015-05-21T15:31:18.130Z,37.7402,19.907,10.34,4.2,mwr,,38,2.585,1.04,us,us10002b65,2015-06-11T18:30:52.794Z,"68km SW of Lixourion, Greece",earthquake
2015-05-21T15:08:23.380Z,17.7248,145.8712,166.28,4.3,mb,,130,1.384,0.84,us,us20002kz1,2015-06-11T18:21:33.664Z,"44km SSE of Pagan, Northern Mariana Islands",earthquake
2015-05-21T13:48:09.160Z,1.9054,97.0185,31.38,4.5,mb,,183,0.816,0.54,us,us10002b45,2015-06-22T15:16:04.040Z,"95km SE of Sinabang, Indonesia",earthquake
2015-05-21T13:33:15.540Z,-7.932,117.6723,46.17,4,mb,,103,3.525,1.25,us,us10002b4h,2015-06-22T14:51:12.040Z,"25km NNW of Labuhankananga, Indonesia",earthquake
2015-05-21T13:25:29.270Z,11.2647,-61.9012,64.98,4.4,mb,,63,0.895,0.95,us,us10002b3s,2015-06-22T14:09:37.040Z,"74km NNW of Petit Valley, Trinidad and Tobago",earthquake
2015-05-21T13:19:10.450Z,-3.5358,29.9192,10,4.4,mb,,108,3.027,1.23,us,us20002kzi,2015-06-22T14:44:50.040Z,"12km S of Gitega, Burundi",earthquake
2015-05-21T12:48:33.580Z,-10.9187,163.8079,27.75,4.9,mb,,88,4.074,1.19,us,us10002b3k,2015-07-02T08:05:46.040Z,"212km ESE of Kirakira, Solomon Islands",earthquake
2015-05-21T12:43:35.350Z,22.7454,95.8893,22.56,4.2,mb,,132,3.924,0.53,us,us10002b3j,2015-07-02T07:47:27.040Z,"27km NE of Shwebo, Burma",earthquake
2015-05-21T12:35:15.150Z,-25.05,-13.6619,10,4.7,mb,,71,32.674,0.7,us,us20002kyt,2015-07-02T07:35:27.040Z,"Southern Mid-Atlantic Ridge",earthquake
2015-05-21T12:27:15.780Z,-10.8495,163.6475,10,5,mb,,62,3.903,1.04,us,us10002b3a,2015-07-02T07:02:31.040Z,"193km ESE of Kirakira, Solomon Islands",earthquake
2015-05-21T12:26:34.930Z,-10.7949,163.8833,10,4.6,mb,,90,4.102,1.09,us,us10002b3b,2015-07-02T07:17:09.040Z,"213km W of Lata, Solomon Islands",earthquake
2015-05-21T12:25:18.780Z,-10.6717,164.0568,10,4.4,mb,,128,4.228,1.01,us,us10002b3c,2015-07-02T07:29:43.040Z,"194km W of Lata, Solomon Islands",earthquake
2015-05-21T12:14:04.180Z,7.3926,123.8436,598.23,4.4,mb,,66,5.751,0.77,us,us20002kys,2015-07-02T06:46:42.040Z,"22km WNW of Litayan, Philippines",earthquake
2015-05-21T12:03:56.000Z,-20.216,-70.887,35.2,4.2,mb,,,,1.03,us,us20002kyr,2015-07-02T06:33:36.040Z,"77km W of Iquique, Chile",earthquake
2015-05-21T11:03:15.700Z,35.9936,-97.2263,4.498,3.3,ml,,60,,0.64,us,us10002b4j,2015-07-02T10:00:44.040Z,"5km NNE of Langston, Oklahoma",earthquake
2015-05-21T10:57:48.570Z,-19.4919,-173.3736,10,4.6,mb,,97,3.281,0.54,us,us20002kyn,2015-07-02T06:13:35.040Z,"107km ENE of Pangai, Tonga",earthquake
2015-05-21T09:48:49.000Z,-24.051,-66.905,200,4,md,,,,1.34,us,us20002kyk,2015-07-02T05:53:08.040Z,"62km WNW of San Antonio de los Cobres, Argentina",earthquake
2015-05-21T09:33:06.160Z,-21.8329,-174.2065,10,4.8,mb,,90,4.86,0.78,us,us10002b2s,2015-07-02T05:43:54.040Z,"94km SE of `Ohonua, Tonga",earthquake
2015-05-21T09:11:55.640Z,27.8173,85.209,10,4,mb,,176,6.353,0.58,us,us20002kyi,2015-07-02T05:28:57.040Z,"16km NW of Kathmandu, Nepal",earthquake
2015-05-21T08:48:27.910Z,10.0938,-85.9428,35.15,4.3,mb,,180,0.545,0.83,us,us20002kyh,2015-06-20T10:01:05.040Z,"43km WSW of Santa Cruz, Costa Rica",earthquake
2015-05-21T06:36:51.610Z,-17.7108,-178.6621,618.42,4,mb,,122,3.131,0.48,us,us20002kye,2015-06-24T11:14:52.040Z,"252km SE of Lambasa, Fiji",earthquake
2015-05-21T06:04:11.510Z,-10.9614,164.1492,47.57,4.3,mb,,128,4.404,0.66,us,us20002kyc,2015-06-24T09:42:09.040Z,"186km W of Lata, Solomon Islands",earthquake
2015-05-21T06:04:00.200Z,-32.0233,-70.0222,107.68,4.7,mb,,85,0.863,0.57,us,us10002b23,2015-06-24T09:03:58.040Z,"93km ESE of Salamanca, Chile",earthquake
2015-05-21T06:03:48.190Z,3.0428,92.6594,10,4.5,mb,,164,4.796,0.6,us,us20002kyd,2015-06-24T07:59:54.040Z,"Off the west coast of northern Sumatra",earthquake
2015-05-21T05:52:20.000Z,52.8222,-175.013,231.8,3.1,ml,,,,1.07,us,us20002kyb,2015-06-24T07:45:50.040Z,"88km NW of Atka, Alaska",earthquake
2015-05-21T05:48:54.590Z,-53.9769,-132.3161,10,4.8,mb,,70,32.841,0.91,us,us20002kya,2015-06-24T07:35:49.040Z,"Pacific-Antarctic Ridge",earthquake
2015-05-21T05:45:09.300Z,19.1046,-64.656,28,3.1,Md,7,262.8,0.48239531,0.25,pr,pr15141001,2015-06-24T07:20:33.040Z,"76km N of Road Town, British Virgin Islands",earthquake
2015-05-21T05:14:41.150Z,13.9057,-91.1735,61.85,4.1,mb,,148,1.825,0.62,us,us10002b1w,2015-06-24T07:14:11.040Z,"23km SW of La Gomera, Guatemala",earthquake
2015-05-21T05:10:08.810Z,-11.0492,163.9559,48.37,4.2,mb,,117,4.257,1.01,us,us20002ky8,2015-06-24T06:39:08.040Z,"208km W of Lata, Solomon Islands",earthquake
2015-05-21T05:06:12.920Z,33.167,-115.6585,3.35,3.32,ml,69,32,0.03416,0.3,ci,ci37166303,2015-06-24T05:32:07.040Z,"14km WNW of Calipatria, California",earthquake
2015-05-21T04:39:44.980Z,-11.1451,163.9556,42.36,4.2,mb,,94,4.293,0.83,us,us10002b1n,2015-06-18T21:47:58.522Z,"210km WSW of Lata, Solomon Islands",earthquake
2015-05-21T04:27:41.020Z,-54.2147,-119.474,10,4.6,mb,,111,28.273,0.51,us,us20002ky6,2015-06-18T02:14:37.406Z,"Southern East Pacific Rise",earthquake
2015-05-21T04:25:08.100Z,-56.4563,-24.9501,51.77,4.3,mb,,130,17.872,0.34,us,us20002kzg,2015-06-18T00:56:29.633Z,"140km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-05-21T03:51:02.000Z,33.1626667,-115.6565,3.53,3.28,ml,52,32,0.03732,0.33,ci,ci37166175,2015-06-17T00:00:36.913Z,"14km WNW of Calipatria, California",earthquake
2015-05-21T03:15:29.780Z,33.1623333,-115.6638333,3.55,4.1,mw,64,29,0.04035,0.34,ci,ci37166079,2015-06-17T00:28:59.169Z,"14km NNW of Westmorland, California",earthquake
2015-05-21T02:51:02.030Z,5.3814,126.116,134.84,4.2,mb,,153,6.807,0.7,us,us20002ky2,2015-06-17T23:38:04.716Z,"72km E of Sarangani, Philippines",earthquake
2015-05-21T02:44:40.530Z,2.9642,128.1436,130.86,4.6,mb,,89,2.312,0.54,us,us10002b0w,2015-06-17T23:33:11.125Z,"137km N of Tobelo, Indonesia",earthquake
2015-05-21T02:42:06.750Z,3.8584,95.9029,48.4,4.8,mwr,,44,1.713,0.87,us,us10002b0v,2015-06-17T03:30:54.799Z,"39km SW of Meulaboh, Indonesia",earthquake
2015-05-21T02:29:13.300Z,36.1086,-97.3114,5.283,3,ml,,66,,0.54,us,us10002b6l,2015-06-17T01:26:49.354Z,"18km NNW of Langston, Oklahoma",earthquake
2015-05-21T02:18:25.090Z,-10.9081,163.9066,10,4.5,mb,,95,4.162,0.86,us,us10002b0s,2015-06-17T01:21:45.030Z,"211km W of Lata, Solomon Islands",earthquake
2015-05-21T02:03:37.530Z,48.2583,156.9109,35.08,4.3,mb,,137,4.882,0.62,us,us10002b0p,2015-06-17T00:55:11.510Z,"275km SSE of Severo-Kuril'sk, Russia",earthquake
2015-05-21T01:07:28.400Z,6.04,125.8665,161.65,4.4,mb,,79,1.062,0.65,us,us10002b0h,2015-06-17T00:35:51.633Z,"18km ESE of Lamitan, Philippines",earthquake
2015-05-21T00:45:50.700Z,18.055,-68.2427,118,3.4,Md,8,334.8,1.15074188,0.28,pr,pr15141000,2015-06-20T02:43:27.040Z,"52km SE of Boca de Yuma, Dominican Republic",earthquake
2015-05-20T23:19:18.930Z,-11.0155,163.8838,10,4.5,mb,,93,4.179,0.67,us,us10002b0a,2015-06-17T23:37:19.373Z,"215km W of Lata, Solomon Islands",earthquake
2015-05-20T23:06:42.260Z,-11.1814,164.0498,10,4.3,mb,,123,4.392,1.15,us,us20002kcx,2015-06-17T23:47:45.991Z,"201km WSW of Lata, Solomon Islands",earthquake
